"","logFC","logCPM","F","PValue","FDR"
"FNIP1",-2.0114888911218,6.64308855053207,199.621177479008,3.43899153648682e-09,1.67798732280715e-07
"ZNF529",-2.50301482402295,5.84200853913493,200.249824799833,3.44630969577769e-09,1.67798732280715e-07
"MUC13",2.90526617101159,6.15401844142797,199.695360634101,3.45038752312821e-09,1.67798732280715e-07
"KLHL7-DT",-3.34477924808977,3.28385477913264,121.618530037712,3.45163802149082e-09,1.67798732280715e-07
"TMEM11-DT",-3.12442845027443,2.80119866334773,104.393710117352,3.54079530082827e-09,1.71490757480414e-07
"LIPA",2.54535024190313,5.87365236506278,198.445556879174,3.58315738423085e-09,1.72897334004894e-07
"ZNF875",-2.07768679689778,6.33220318701399,197.999741315289,3.622304702248e-09,1.74138944574737e-07
"ACLY",3.16179476596601,6.70911883471415,197.76240629364,3.64607222553428e-09,1.74634750876144e-07
"PARM1",2.08452191911256,6.27673205747164,197.434115810478,3.67380186114255e-09,1.74736056152724e-07
"CARS2",-2.50155593301171,7.14097872112135,197.415255776628,3.67511119643249e-09,1.74736056152724e-07
"TPH1",-3.14344169742272,3.39368063542556,137.655636077174,3.69857231885394e-09,1.75209739776366e-07
"TLN2",-3.91626655265937,5.08942687120008,193.686490634498,3.72662635126799e-09,1.75896763779849e-07
"CBX3",2.06950272238479,7.42009119781686,196.009823321131,3.82807116675419e-09,1.79973499873078e-07
"GPN2",-2.03115817140971,6.44424238311642,196.049970765847,3.84072877232994e-09,1.79973499873078e-07
"TMPO",2.02602208094894,7.42882623889566,195.563175138194,3.88088198380374e-09,1.81200892625081e-07
"EPM2AIP1",-2.35187226085379,8.33158767661434,195.224953590809,3.92003117837765e-09,1.82372776685813e-07
"FRMD6",-3.33719557698705,4.98441333303723,198.37768056658,3.95208724236454e-09,1.83207472878185e-07
"POLR2A",-3.47837494192297,10.2832010170533,194.480916664633,4.00995147339965e-09,1.85228363433194e-07
"BCL2L2-PABPN1",-3.49865474407856,4.0677620892351,161.71842012602,4.06185183056904e-09,1.85814209153314e-07
"CHST6",-3.35716853512801,3.82599367346977,153.51250000768,4.06519981215446e-09,1.85814209153314e-07
"VANGL2",-4.07639758258051,5.03164142641184,184.856842989372,4.06558053925588e-09,1.85814209153314e-07
"PAFAH1B1",2.03003828946663,6.82838314046993,193.472046775338,4.14413725594198e-09,1.88740005551322e-07
"UXT-AS1",-3.5847617028696,3.67351105002505,131.57269800578,4.16335320710825e-09,1.88952184014913e-07
"ARL6IP1",2.23764640583894,6.86522413146547,193.121374549706,4.1908359377737e-09,1.89536761227535e-07
"ITSN1",-3.26377037706504,3.95517973573873,164.631644799166,4.2784126528556e-09,1.92825681368284e-07
"LRP2",-5.23495605811892,5.17177611323374,136.713021271131,4.4052797731917e-09,1.97537889527937e-07
"BAHD1",-1.9561961828503,5.85333077615065,191.795922646285,4.41340431148704e-09,1.97537889527937e-07
"SLFN5",2.39354926947637,7.07037721220553,191.318532589707,4.43413581081271e-09,1.97783789774395e-07
"BRMS1",2.63406869852474,4.19799530768092,195.161301757639,4.47552342197044e-09,1.9894621238759e-07
"PNMA1",2.41045361430009,4.61436424818449,192.498866535367,4.54100941624886e-09,1.99788240801884e-07
"PPP1R18",2.09292742379519,6.50035733804515,190.570680635168,4.54454861524542e-09,1.99788240801884e-07
"NR5A2",-4.54146066328752,4.05180422193945,108.361078455831,4.55037128977294e-09,1.99788240801884e-07
"ATRAID",3.22635315360308,4.90987003981604,193.702148782578,4.55603384263156e-09,1.99788240801884e-07
"TES",2.34421914527285,5.43591742384775,190.577321378111,4.59678907357821e-09,2.00896707660085e-07
"CEPT1",2.41365344109789,6.12880745557042,189.5827132332,4.70419415804344e-09,2.04900805944308e-07
"AMIGO1",-3.82884706203269,4.26774867832828,153.900988237133,4.72787548492348e-09,2.05243557840491e-07
"HIF1A",2.13879945431045,6.55183172127948,189.040357735662,4.77052480018139e-09,2.06404706354515e-07
"ZNF570",-2.67387038720299,5.25442916057034,191.42654814533,4.81068680229366e-09,2.07450879381301e-07
"CNPY3",2.9780017072528,4.49157974604642,192.528419177062,4.83662107700608e-09,2.07878614501785e-07
"XACT",-3.66954980400247,3.37375050965862,107.783407128367,4.92901091424753e-09,2.10611561969075e-07
"ZSWIM9",-3.87127684237652,5.47825722253098,191.42280942928,4.93265907847449e-09,2.10611561969075e-07
"SH3D19",-4.16519421510479,4.45066853854698,146.684165431304,5.01425170670122e-09,2.12750112718319e-07
"RBM4B",-2.39962027125443,5.59395912786568,188.434604407574,5.01552654020073e-09,2.12750112718319e-07
"BUB3",2.22815660315308,6.56376985075485,187.342263791219,5.03787923055302e-09,2.13002190268984e-07
"GORASP2",2.45321309914545,6.12253814384341,186.820615081418,5.14070387827958e-09,2.1649753732185e-07
"CTDSPL2",-1.84732821423346,7.28921498024688,186.443358591402,5.17891684184895e-09,2.1649753732185e-07
"AKAP12",-4.05731207234604,4.20376325732414,136.756370283534,5.18065650201449e-09,2.1649753732185e-07
"NAGK",2.53314498292266,4.98471381955323,187.549885549313,5.18726765077776e-09,2.1649753732185e-07
"TMEM33",2.57721084529516,4.8925507744787,187.616330880895,5.22527850339085e-09,2.16889151835866e-07
"MRPL32",2.47756593290144,5.16166513482818,186.912988989735,5.23006968602667e-09,2.16889151835866e-07
"SCAMP3",2.5443888035904,4.50896494277756,188.460547740781,5.27808042255806e-09,2.17930857380167e-07
"H2AZ2",1.97547786131037,6.55436450219903,185.71052760835,5.30788503676211e-09,2.17930857380167e-07
"PPP1CB",1.88914115563691,6.70515757469945,185.6535358261,5.31488143410321e-09,2.17930857380167e-07
"HNRNPDL",3.30617904293176,7.58819955343739,185.62397587965,5.32234836591009e-09,2.17930857380167e-07
"LRP6",-2.68215904086038,5.88254293672536,186.307514889079,5.35130473386723e-09,2.18427469954706e-07
"ASXL2",-2.09184224998035,7.44690553833124,185.143438435536,5.40218902058196e-09,2.1981320842368e-07
"ZNF155",-2.20210805127482,5.17744337299691,186.630671773615,5.42201550995986e-09,2.19930504122747e-07
"CTSK",-3.06041020068067,5.26376611221606,188.591822840433,5.45236337894896e-09,2.20472512955631e-07
"DDB1",2.08043034305538,7.27363273223909,184.541367213571,5.50794004969932e-09,2.22028142376078e-07
"WDR74",-2.08918274912695,6.07498408738199,184.572544249286,5.54992660385294e-09,2.2302801027248e-07
"ZNF670",-2.50194868981493,4.91650950837071,187.530190953736,5.57637579247392e-09,2.23262522577741e-07
"LAPTM4A",2.71676981444037,4.46314035331582,187.315404648989,5.59288742248945e-09,2.23262522577741e-07
"MPST",-3.98413068554401,7.4887873406439,184.35966713835,5.60736381820828e-09,2.23262522577741e-07
"NT5DC3",-2.48474267911559,5.50672558853195,185.193685595488,5.62615416938729e-09,2.23325630332254e-07
"NSD1",-1.87496391693394,8.57115855868664,183.556664691189,5.68277034486756e-09,2.24885241086527e-07
"R3HCC1L",-2.00857508265653,6.32941740939141,183.557589374494,5.71672702634869e-09,2.25541388455945e-07
"NCAPG",2.30631919003844,6.12716529524061,183.098490654588,5.79795131662256e-09,2.28052751787154e-07
"NOL9",-2.05858212832653,6.6182766246294,182.946380753186,5.82248574013479e-09,2.28070612878707e-07
"MAP9",-2.46216340572224,5.63249775131677,183.650792768705,5.85753425843982e-09,2.28070612878707e-07
"CCNA2",2.16945168576506,5.79425057570688,182.815517143025,5.86426139086792e-09,2.28070612878707e-07
"PLAG1",-3.52799681256699,3.17955523623159,101.712236626444,5.86868911413623e-09,2.28070612878707e-07
"TNRC6A",-2.33177952257339,8.28923645701571,181.672147455496,6.04941185064365e-09,2.34392136780163e-07
"AGO2",2.07638972829885,6.31455414560922,181.352414897455,6.13076595050337e-09,2.36528799701676e-07
"TRMU",-1.87716161404307,6.35973970654707,181.328533957861,6.14666992750766e-09,2.36528799701676e-07
"XRCC2",-2.2006370543278,6.50345029954672,181.290714176133,6.15922452227785e-09,2.36528799701676e-07
"FAM168A",-2.86966011690483,7.75785904134926,180.787466509681,6.23957253527005e-09,2.38907526571697e-07
"APC",-2.39334340245034,7.6404478184858,180.276937913167,6.34201443954211e-09,2.41997068295627e-07
"TM9SF2",2.67299875060125,6.27410375901853,180.325264152297,6.36200490636068e-09,2.41997068295627e-07
"SH3PXD2B",-4.64766127213515,3.66947124717075,92.0903677002236,6.3829985825516e-09,2.41997068295627e-07
"FRMD3",-4.92032170342745,4.49441526306319,108.849969498732,6.39483778315871e-09,2.41997068295627e-07
"TRAF3IP3",2.95330611701806,6.58136802184406,179.947039956212,6.43798385681706e-09,2.42921600178737e-07
"PCNA",2.87175214839257,7.17199799919531,179.731161501971,6.46476656372199e-09,2.4322513042641e-07
"ZNF525",-3.24549777766887,7.52249966774358,179.706952762099,6.4849096704732e-09,2.43277825210237e-07
"EPB41L2",1.87327852882311,6.6578586091769,179.512362960036,6.50773020283553e-09,2.4343036897062e-07
"UBN2",-2.23480553330274,6.71047421565186,179.473150196615,6.53561150071777e-09,2.43770796779645e-07
"TAFA2",-3.09652267678325,2.98666067839615,105.213818179208,6.69941179954922e-09,2.49164370080656e-07
"MAFG",-2.2689945874557,6.86871233040473,178.509685241852,6.74522201681179e-09,2.50151376509192e-07
"ITK",-3.81858085950439,4.31536482623331,148.620692713188,6.78277460920865e-09,2.50343480360062e-07
"RABGGTB",2.72209375663227,6.40352704382329,178.361793373594,6.78897573857794e-09,2.50343480360062e-07
"RAB5IF",3.20685500722055,4.77220078025077,181.410329257162,6.83418713977005e-09,2.51296739587012e-07
"BCOR",2.75936150605974,4.95794817895944,179.369814306301,6.88670348138624e-09,2.52511132000612e-07
"TAOK1",-2.42191563030151,8.426991688954,177.605571003575,6.93080635007148e-09,2.52511132000612e-07
"ZNF345",-2.77224718579547,4.8286056681186,181.462367211861,6.94770605261014e-09,2.52511132000612e-07
"NUP205",1.90613905824066,6.93406188929663,177.553455865312,6.94866618445786e-09,2.52511132000612e-07
"METTL16",-1.79412373475022,7.28012605557068,177.483877620328,6.96448268537896e-09,2.52511132000612e-07
"SUMF2",2.30822830976433,5.56987835937516,177.56133632469,7.01472123231648e-09,2.52708511960177e-07
"ZNF568",-2.6256761555006,4.41475942310295,180.349839481779,7.01581090931191e-09,2.52708511960177e-07
"ALS2",-2.48979834603273,6.85436105957836,177.325288067255,7.02833380721294e-09,2.52708511960177e-07
"GRIA1",-4.4897608558308,3.55564441236598,91.0025028016187,7.07979688405004e-09,2.53722185951931e-07
"ZNF441",-2.62903774119048,6.79178769521472,176.971698697909,7.12265313268451e-09,2.53722185951931e-07
"ATP6AP2",2.76954006584669,5.49626132305651,177.399980879228,7.12800206598732e-09,2.53722185951931e-07
"C2orf49-DT",-3.05792479430028,5.48508813876612,179.485881082414,7.14293324147346e-09,2.53722185951931e-07
"FBH1",2.65969955211301,5.41100160676627,177.285580694264,7.15426194594812e-09,2.53722185951931e-07
"C1S",-3.05830258952783,2.95037639561238,103.566006115112,7.29900676686862e-09,2.58150157585707e-07
"ZNF136",-1.83387241037965,5.71025245470369,175.682174042482,7.48858824836129e-09,2.63819591947835e-07
"LPIN2",-2.2040992442941,7.26241832843635,175.32987330438,7.49995604227665e-09,2.63819591947835e-07
"ZC3H3",-1.80510111712355,5.3577221054346,175.779126991544,7.53453074657212e-09,2.64319484028395e-07
"STARD7",2.58671800051976,7.10062396762548,174.801653804013,7.63657894320972e-09,2.66447304700194e-07
"OXCT1",1.87053551477435,6.47254710510596,174.738350555399,7.65623971899198e-09,2.66447304700194e-07
"CYP2B6",-4.39592352158412,3.28054186101491,91.7781927910203,7.67504972867306e-09,2.66447304700194e-07
"CEP95",-1.85418313247909,6.58292977555358,174.698631033341,7.67729522017507e-09,2.66447304700194e-07
"POLR2J",2.47529702172994,4.22762498714098,177.134815271965,7.86139032249403e-09,2.72108923695927e-07
"EXPH5",-4.52888844833823,4.35468876391985,115.415644285204,7.89533656264857e-09,2.72557097295687e-07
"THYN1",3.65782121645917,4.29067785285946,173.424917298036,7.93755516857022e-09,2.72614761602308e-07
"ZNF554",-2.66179548268122,3.82531611637793,164.038511026722,7.95642398875046e-09,2.72614761602308e-07
"UCK2",2.61118770992324,5.07231943902375,174.487787260752,7.98347933672171e-09,2.72614761602308e-07
"MALINC1",-3.16122757583888,3.31078691030897,117.737046931884,7.99169737616515e-09,2.72614761602308e-07
"CTSO",3.25023079021783,4.7375742403954,176.729069619094,8.03754330535098e-09,2.72614761602308e-07
"HMGN3",2.96961004757397,5.93373948151179,173.646412421614,8.04072940630576e-09,2.72614761602308e-07
"ATP1A3",-4.74927480840065,3.82804465677747,90.0926705182307,8.04402570829615e-09,2.72614761602308e-07
"ENSA",1.67292492918695,6.85706391338812,172.909344113961,8.14650495566e-09,2.75297034749696e-07
"LINC02987",-2.25886420145048,5.04948024744149,174.760356434012,8.17681610369163e-09,2.75297034749696e-07
"NAV3",-4.86871378683828,4.96543694389571,131.348648272229,8.18679933847323e-09,2.75297034749696e-07
"BICD1",-1.71121659675409,5.75168358953801,172.920692260619,8.21578459917737e-09,2.7555784004476e-07
"NFIX",-4.19178507092659,3.65359338348674,95.8534283901343,8.43015086714578e-09,2.80392574753128e-07
"PTPRG",-3.04120425969214,3.73866966664307,145.945286845695,8.45722795912041e-09,2.80392574753128e-07
"TFIP11",2.29800715908549,4.58130239928516,173.360379511746,8.46348877818416e-09,2.80392574753128e-07
"PLEKHA6",-4.48230995063021,5.26163948703459,159.821760452282,8.4730140182042e-09,2.80392574753128e-07
"DHRS7",3.01781486292405,5.14609467362973,173.232493857498,8.49927448693077e-09,2.80392574753128e-07
"UBR7",2.12279417449188,5.88745923070996,171.8000152878,8.5064841916865e-09,2.80392574753128e-07
"UBE2L3",2.27322234668707,6.46196459066413,171.705676468806,8.5111459516743e-09,2.80392574753128e-07
"PRKCD",2.81571606151267,6.37361817140121,171.312693056086,8.65434026316476e-09,2.8438819396425e-07
"NOL11",2.26035152689083,5.73031761268619,170.941539112766,8.78702417944566e-09,2.8778894170972e-07
"CPXM1",3.44491604519969,4.72810536171095,174.35238530882,8.80217333272409e-09,2.8778894170972e-07
"DPF3",-4.03236283812682,4.3480545535196,135.108372405599,8.85129117084701e-09,2.88667737179885e-07
"CCDC30",-3.62227423320403,4.16476717788729,142.750625025366,8.98268007399728e-09,2.92218514687932e-07
"CAD",2.72160719852927,5.43126957277618,170.542187287689,9.03450175361733e-09,2.93169581904882e-07
"ZBTB3",-3.74815819034201,4.80465206526373,163.765672552024,9.05968956013414e-09,2.93253791746985e-07
"CMPK1",2.20449086676277,6.99250449853724,169.623147201616,9.14172287221317e-09,2.95173041993351e-07
"FAM219A",-2.81163955758475,5.37951900751923,171.474351704529,9.27253832714567e-09,2.98653963985982e-07
"ICAM3",2.04027381899321,5.9940164784771,169.177747336437,9.31631628772611e-09,2.99321251026448e-07
"GOT1-DT",-2.61035539255923,4.69316882895249,172.111584965204,9.5190109017724e-09,3.0507842346915e-07
"ERICH3",-3.94994981350833,5.27404718145178,168.303958328806,9.66589540107776e-09,3.08673297311579e-07
"SLC38A1",2.10535873224624,8.28532336762283,167.976562752031,9.67873898349866e-09,3.08673297311579e-07
"ZNF280B",-2.72684909220604,5.05875257338593,170.927794103877,9.72774920806259e-09,3.09046616111722e-07
"HNRNPA0",2.7530591778678,5.89693482831185,168.041186861529,9.7606080525886e-09,3.09046616111722e-07
"LINC00174",-2.70615175167402,6.36773132193574,168.087128043402,9.76187308211139e-09,3.09046616111722e-07
"TYMS",2.74961037592977,7.06363652354189,167.644701869086,9.81521121420764e-09,3.09979176546022e-07
"ADPRHL1",-5.18478029536486,4.60352941530372,98.0403816539558,1.00485529904206e-08,3.16578198581697e-07
"KLHL15",-1.90923263922407,5.83270554659958,167.137546708224,1.00822518912235e-08,3.16870773724166e-07
"SUFU",-2.26870032956842,4.99874739155472,168.828777983856,1.01114631241608e-08,3.17021235148809e-07
"TRPS1",-4.41590815196352,3.33614309915644,87.9031833539581,1.01750993241184e-08,3.18247684884476e-07
"LZTS3",-4.07744601110422,3.85830445532683,105.028317873147,1.06743201960285e-08,3.33059317654927e-07
"ZNF213-AS1",-2.13392473574522,5.0300737922689,166.63479724031,1.07751479180941e-08,3.3539908867353e-07
"ETFA",2.7804296747545,6.54013624101268,164.803102418894,1.08965846879186e-08,3.37454382306002e-07
"PDIA6",3.2120176215377,7.56880782474176,164.693067019315,1.09100155149444e-08,3.37454382306002e-07
"ENTPD1",2.71364661347763,8.05673797932088,164.633801988311,1.09191710761572e-08,3.37454382306002e-07
"PPP1CA",3.04312573943257,6.49697757379177,164.334969205899,1.11047588914422e-08,3.42374751569882e-07
"CEP97",-2.14859339462975,6.11568961190444,164.27415839426,1.11594701626306e-08,3.43246262348212e-07
"PAK1IP1",2.41461269111102,4.25990144920911,166.45719876885,1.12750884099951e-08,3.4598261834926e-07
"CSE1L",2.59530963541476,6.85039271975578,163.34965072403,1.14658539908792e-08,3.51006567928331e-07
"REXO2",2.83300684080218,3.11623057739162,148.823556015417,1.1533057237827e-08,3.51977413609732e-07
"H2AX",3.39293104559914,5.20396913561908,165.266239234687,1.15518010938171e-08,3.51977413609732e-07
"DDX1",2.14574581778565,6.55594603208735,163.038168810352,1.15955636935349e-08,3.52483411573964e-07
"GLB1",2.92036585414053,4.69555149047227,165.387254341693,1.16431110981241e-08,3.53101827228155e-07
"NNT",2.02597602514439,6.1903974670098,162.682293148541,1.17612185627223e-08,3.55587474902745e-07
"UTP18",2.31064948019538,5.21990265650424,163.011128364741,1.17906323163356e-08,3.55587474902745e-07
"LY75",2.6919201403498,7.86010677427265,162.501962851565,1.18072574486197e-08,3.55587474902745e-07
"GPR34",-5.63837724135496,5.61410280744165,122.203791881377,1.18510779943623e-08,3.56081000849125e-07
"POLA2",1.74491615669631,5.24077188493173,162.418617647648,1.19508099505838e-08,3.56871802826856e-07
"ZNF148",-1.98365366837748,7.44076311728191,162.149715848299,1.19654165967467e-08,3.56871802826856e-07
"PFKFB2",-2.02773866639639,4.82052255654204,164.045292983773,1.1993106036659e-08,3.56871802826856e-07
"RUSF1",2.18855259004868,5.01353738558348,162.62131652792,1.20078880563675e-08,3.56871802826856e-07
"ZNF181",-2.37740489612903,5.44001190532862,163.09267368318,1.20148673216746e-08,3.56871802826856e-07
"MRPL20",2.70762109371304,5.12956610287646,162.901216616013,1.2047384773383e-08,3.57020672051397e-07
"CAND1",1.91459301163628,7.23456674307892,161.682178394677,1.2172214952904e-08,3.59898291773789e-07
"NUP50",1.7244041181301,6.92683380863173,161.468250544063,1.22706128969761e-08,3.60519121635045e-07
"MARCHF9",3.29012663872231,3.86657079926807,159.21563443332,1.23070034528818e-08,3.60519121635045e-07
"EBP",2.65716981191829,4.63516652278498,163.391723277372,1.23098864881945e-08,3.60519121635045e-07
